carpark_number,update_datetime,total_lots,lot_type,lots_available
Y19,2022-07-02T02:58:12,1178,C,323
Y18,2022-07-02T02:57:59,247,C,63
Y26,2022-07-02T02:58:19,304,C,136
S28L,2022-07-02T03:00:05,8,C,6
CV2,2022-07-02T02:55:36,27,C,21
S30L,2022-07-02T02:57:50,21,C,12
SK30,2022-07-02T02:57:50,428,C,263
SK31,2022-07-02T02:55:52,619,C,313
SK38,2022-07-02T02:57:50,658,C,368
SK59,2022-07-02T02:57:50,17,C,9
W79,2022-07-02T02:57:43,490,C,238
W80,2022-07-02T02:57:43,322,C,181
W87,2022-07-02T02:55:10,401,C,206
W88,2022-07-02T02:55:10,443,C,264
W92,2022-07-02T02:54:58,389,C,183
SK94,2022-07-02T02:56:28,519,C,186
SD4,2022-07-02T02:56:56,41,C,0
PM12,2022-07-02T02:58:43,173,C,55
MP3M,2022-07-02T02:45:09,400,C,98
MP4M,2020-02-01T08:35:13,302,C,301
PM38,2022-07-02T02:55:21,248,C,79
EPL,2022-07-01T20:54:13,18,C,0
B86,2022-07-02T02:59:58,160,C,61
MP2M,2022-07-02T02:51:01,616,C,394
W15,2018-04-01T00:04:09,137,C,111
BE25,2022-07-02T02:58:18,263,C,124
BE33,2022-07-02T02:58:29,269,C,45
L1,2022-07-02T02:58:30,178,C,19
SE15,2022-07-02T02:58:23,486,C,242
SE17,2022-07-02T02:58:18,436,C,114
SE18,2022-07-02T02:58:21,279,C,57
SE19,2022-07-02T02:58:38,558,C,233
SE25,2022-07-02T02:58:44,239,C,0
SE26,2022-07-02T02:58:44,214,C,81
SE27,2022-07-02T02:58:42,380,C,97
SE28,2022-07-02T02:58:45,186,C,109
SE29,2022-07-02T02:58:31,333,C,155
SH2,2022-07-02T02:58:26,173,C,165
W43,2022-07-02T02:57:22,323,C,78
HG5,2022-07-02T02:58:32,149,C,78
W46,2022-07-02T02:57:12,407,C,140
TP68,2022-07-02T02:58:33,21,C,8
DUXM,2022-07-02T02:45:10,1095,C,680
TP49,2020-03-31T20:09:02,296,C,158
TP50,2020-03-31T20:16:03,296,C,159
SI1,2022-07-02T02:57:06,337,C,164
SI11,2022-07-02T02:57:52,208,C,56
SI12,2022-07-02T02:57:52,168,C,85
SIM1,2022-07-02T02:55:19,317,C,223
SIM2,2022-07-02T02:58:06,314,C,195
SIM3,2022-07-02T02:57:52,236,C,155
T34,2022-07-02T02:57:32,284,C,53
T35,2022-07-02T02:57:21,630,C,176
T4,2022-07-02T02:58:12,301,C,57
T75,2022-07-02T02:57:44,231,C,61
T80,2022-07-02T02:57:40,348,C,148
TM11,2022-07-02T02:56:17,446,C,164
TM12,2022-07-02T02:56:14,350,C,0
TM13,2022-07-02T02:58:24,209,C,101
TM14,2022-07-02T02:56:20,365,C,115
TM17,2022-07-02T02:55:21,448,C,118
TM18,2022-07-02T02:55:21,312,C,51
TM21,2022-07-02T02:57:43,338,C,128
TM22,2022-07-02T02:57:31,345,C,122
TM28,2022-07-02T02:57:55,289,C,46
TM29,2022-07-02T02:57:55,267,C,61
TM3,2022-07-02T02:58:00,428,C,199
TM30,2022-07-02T02:57:31,408,C,163
TM31,2022-07-02T02:57:30,826,C,184
TM32,2020-11-02T07:50:53,460,C,283
TM4,2022-07-02T02:57:50,1218,C,368
TM49,2021-06-14T07:56:38,197,C,74
TM5,2021-06-14T07:56:38,501,C,245
PL23,2022-07-02T02:57:48,446,C,228
PL27,2022-07-02T02:57:48,407,C,141
PL34,2022-07-02T02:57:51,277,C,88
PL35,2022-07-02T02:57:51,234,C,75
PL37,2022-07-02T02:57:51,286,C,102
P34L,2022-07-02T02:57:51,80,C,58
P35L,2022-07-02T02:57:51,10,C,10
SI2,2022-07-02T02:55:19,647,C,311
SI4,2022-07-02T02:58:06,461,C,197
T32,2022-07-02T02:57:14,645,C,201
B28,2022-07-02T03:00:10,342,C,171
SIM5,2022-07-02T02:57:17,260,C,160
TWM1,2022-07-02T02:57:51,776,C,551
A52,2022-07-02T02:58:22,150,C,108
A53,2022-07-02T02:58:17,756,C,644
A54,2022-07-02T02:58:21,768,C,675
AM51,2022-07-02T02:58:26,269,C,126
B47,2022-07-02T02:59:17,234,C,144
B48,2022-07-02T02:59:17,210,C,65
J21,2022-07-02T02:57:56,692,C,187
SM9,2022-07-02T02:55:37,26,C,0
Q82,2018-08-13T06:36:53,420,C,378
HG2,2022-07-02T02:58:36,229,C,77
HG2B,2022-07-02T02:58:27,323,C,188
HG4,2022-07-02T02:58:21,407,C,151
GSM,2022-07-02T02:58:49,200,C,2
SK40,2022-07-02T02:56:29,516,C,320
SK41,2022-07-02T02:57:15,394,C,181
SK44,2022-07-02T02:56:46,422,C,171
SK48,2022-07-02T02:56:51,471,C,248
SK49,2022-07-02T02:55:22,485,C,269
SK50,2022-07-02T02:56:24,472,C,250
SK51,2022-07-02T02:56:26,543,C,339
KEM1,2022-07-02T02:58:28,215,C,106
BR8,2022-07-02T02:58:34,127,C,43
BR6,2022-07-01T21:05:32,131,C,58
BR10,2022-07-01T21:05:32,59,C,31
GSML,2022-07-02T02:58:50,22,C,18
CK53,2022-07-02T02:58:03,918,C,652
HG73,2022-07-02T02:58:17,1052,C,744
W106,2022-07-02T02:56:12,709,C,472
W104,2022-07-02T02:57:02,696,C,444
W105,2022-07-02T02:57:02,126,C,24
CK10,2022-07-02T02:57:52,395,C,248
CK9,2022-07-02T02:57:58,45,C,0
EC2,2022-07-02T02:59:04,809,C,284
EC3,2022-07-02T02:59:10,46,C,18
EC4,2022-07-02T02:59:10,114,C,55
ECM,2022-07-02T02:58:44,407,C,216
M33,2022-07-02T02:58:52,125,C,36
CK59,2022-07-02T02:57:50,458,C,218
CKM9,2022-07-02T02:58:03,273,C,118
W782,2022-07-02T02:57:31,383,C,151
SK5,2022-07-02T02:56:30,670,C,322
PL18,2022-07-02T02:57:46,615,C,334
PL21,2022-07-02T02:57:46,615,C,322
PL43,2022-07-02T02:57:24,417,C,115
PL59,2022-07-02T02:57:48,669,C,168
PL52,2022-07-02T02:57:29,587,C,278
PL65,2022-07-02T02:57:44,466,C,96
W12M,2022-07-02T02:57:23,459,C,195
W12L,2016-06-03T13:30:14,10,C,10
W93,2022-07-02T02:57:36,447,C,288
PM26,2022-07-02T02:57:57,451,C,171
BJ14,2022-07-02T02:58:14,63,C,30
BJ15,2022-07-02T02:57:59,37,C,5
BJ16,2022-07-02T02:57:59,311,C,234
BJ23,2022-07-02T02:58:06,16,C,9
BJ44,2022-07-02T02:57:50,994,C,731
BJMP,2022-07-02T02:58:10,60,C,43
SG4,2022-07-02T02:57:03,146,C,19
Y12,2022-07-02T02:56:06,619,C,192
EC7,2022-07-02T02:59:11,127,C,22
Y62M,2022-07-02T02:56:50,240,C,67
Q68,2022-07-02T02:58:18,95,C,13
Q65,2022-07-02T02:58:03,95,C,31
SK89,2022-07-02T02:55:28,492,C,285
AR1M,2022-07-02T02:58:50,196,C,114
A35,2022-07-02T02:57:58,555,C,222
A45,2022-07-02T02:58:14,397,C,174
A48,2022-07-02T02:58:26,62,C,15
A64,2022-07-02T02:58:18,132,C,18
TB19,2022-07-02T02:58:54,100,C,36
Y5,2022-07-02T02:58:41,210,C,44
Q77M,2022-07-02T02:58:40,607,C,272
Q80,2022-07-02T02:58:36,31,C,18
Q85,2022-07-02T02:58:37,148,C,139
W570,2022-07-02T02:57:50,341,C,65
TB17,2022-07-02T02:58:41,366,C,50
TBM5,2022-07-02T02:58:41,423,C,184
TBM6,2022-07-02T02:58:42,400,C,303
TBM7,2022-07-02T02:58:42,529,C,347
PM23,2022-07-02T02:56:57,381,C,297
PR13,2022-07-02T02:56:57,375,C,105
SK95,2022-07-02T02:57:00,683,C,223
SK90,2022-07-02T02:58:02,495,C,219
EC8,2022-07-02T02:58:48,165,C,151
Y6,2022-07-02T02:56:51,366,C,72
Y58,2022-07-02T02:56:09,42,C,4
A87,2022-07-02T02:58:02,124,C,49
A41,2022-07-02T02:57:58,308,C,106
A42,2022-07-02T02:58:07,166,C,88
HG19,2022-07-02T02:58:30,568,C,170
HG20,2022-07-02T02:58:30,590,C,139
HG23,2022-07-02T02:58:11,282,C,0
W82,2022-07-02T02:57:12,450,C,258
W95,2022-07-02T02:57:12,464,C,299
SB33,2022-07-02T02:57:49,384,C,208
Y41,2022-07-02T02:57:14,478,C,161
Y41M,2022-07-02T02:57:14,342,C,233
J6,2022-07-02T02:57:46,322,C,98
J7,2022-07-02T02:58:03,950,C,304
W85,2022-07-02T02:57:48,515,C,315
SK85,2022-07-02T02:55:51,357,C,116
SI10,2022-07-02T02:57:17,294,C,117
SI6,2022-07-02T02:57:25,39,C,8
SI7,2022-07-02T02:57:25,364,C,162
SI8,2022-07-02T02:57:25,118,C,76
SI9,2022-07-02T02:57:12,190,C,52
T20,2022-07-02T02:57:32,393,C,131
T30,2022-07-02T02:57:44,226,C,96
T31,2022-07-02T02:57:44,193,C,51
T79,2022-07-02T02:57:49,462,C,129
T81,2022-07-02T02:57:46,685,C,183
TM15,2022-07-02T02:57:47,299,C,119
TM16,2022-07-02T02:57:38,284,C,92
TM44,2022-07-02T02:57:46,216,C,125
Q17,2022-07-02T02:58:36,34,C,8
Q16A,2016-10-19T03:42:55,40,C,11
Q96,2022-07-02T02:58:15,235,C,38
HG74,2022-07-02T02:58:18,316,C,129
B41,2022-07-02T03:00:02,26,C,2
B43,2022-07-02T02:59:51,217,C,68
B46,2022-07-02T02:59:51,66,C,60
B49,2022-07-02T02:59:51,183,C,52
B72,2022-07-02T03:00:03,412,C,116
B73,2022-07-02T03:00:09,50,C,30
B74,2022-07-02T03:00:09,365,C,143
B7B,2022-07-02T03:00:00,21,C,19
B83,2022-07-02T03:00:15,212,C,99
B85,2022-07-02T02:59:56,559,C,309
B94,2022-07-02T02:59:51,438,C,237
B94A,2022-07-02T02:59:51,186,C,64
B99M,2022-07-02T03:00:15,508,C,210
BB,2016-05-13T18:05:48,21,C,18
CC1,2017-06-01T14:27:28,87,C,87
CC10,2022-07-02T02:59:56,233,C,98
CC11,2022-07-02T02:59:48,417,C,151
CC4,2022-07-02T02:59:23,387,C,96
CC8,2022-07-02T02:59:24,147,C,2
CC9,2022-07-02T02:59:56,123,C,62
PL10,2022-07-02T02:57:17,560,C,230
PL11,2022-07-02T02:57:17,548,C,243
PL28,2022-07-02T02:57:49,363,C,155
BR4,2022-07-01T21:05:32,321,C,154
Q75M,2022-07-02T02:58:47,509,C,308
C18A,2022-07-02T02:58:51,38,C,22
C16,2022-07-02T02:58:50,280,C,124
C18,2022-07-02T02:58:51,124,C,50
AR2M,2022-07-02T02:58:42,696,C,273
AR7M,2022-07-02T02:58:49,295,C,115
W68,2022-07-02T02:57:09,302,C,78
BL15,2022-07-02T02:59:52,20,C,4
Q16,2022-07-02T02:58:01,21,C,11
T26,2022-07-02T02:57:38,293,C,100
T27,2022-07-02T02:57:39,136,C,61
T28,2022-07-02T02:57:09,228,C,89
T29,2022-07-02T02:57:44,256,C,48
TM8,2022-07-02T02:57:28,410,C,146
PL47,2022-07-02T02:57:29,314,C,56
PL49,2022-07-02T02:57:29,314,C,56
J19,2022-07-02T02:58:02,137,C,29
J24,2022-07-02T02:57:55,34,C,15
J25,2022-07-02T02:58:03,30,C,19
J26,2022-07-02T02:57:55,31,C,19
J64,2022-07-02T02:57:55,330,C,307
B19,2022-07-02T02:59:30,860,C,452
B44,2022-07-02T02:59:49,1080,C,338
SK27,2022-07-02T02:55:16,556,C,285
TE13,2022-07-02T02:58:49,143,C,113
SK96,2022-07-02T02:56:35,393,C,157
AR2L,2022-07-02T02:58:42,4,C,0
A10,2022-07-02T02:58:01,64,C,21
A8,2022-07-02T02:58:27,52,C,0
B95,2022-07-02T02:59:01,359,C,175
B96,2022-07-02T02:59:01,242,C,121
AV1,2022-07-02T02:58:51,277,C,210
H4,2022-07-02T02:58:47,102,C,79
H17,2022-07-02T02:58:47,229,C,69
H18,2022-07-02T02:58:47,336,C,197
Y16,2022-07-02T02:57:55,173,C,6
S102,2022-07-02T02:54:35,690,C,288
BKE1,2022-07-02T02:58:35,22,C,9
BKE9,2022-07-02T02:58:35,38,C,21
Y17,2022-07-02T02:58:07,459,C,106
JM16,2022-07-02T02:59:29,534,C,248
JM17,2022-07-02T02:59:29,954,C,668
SK67,2022-07-02T02:57:00,569,C,294
PL36,2022-07-02T02:57:48,382,C,72
SK65,2022-07-02T02:56:02,568,C,382
SK64,2022-07-02T02:56:40,394,C,220
CR1,2022-07-02T02:57:54,129,C,18
BBB,2022-07-02T02:58:02,193,C,140
BM31,2022-07-02T02:58:54,622,C,559
CSM,2022-07-02T02:58:51,260,C,227
FRM,2022-07-02T02:55:39,264,C,196
GE1B,2022-07-01T22:31:01,64,C,18
GE1C,2022-07-02T02:58:44,128,C,93
GEM,2022-07-02T02:58:43,231,C,222
HG15,2022-07-02T02:56:42,123,C,6
HG16,2022-07-02T02:56:41,73,C,53
HG25,2022-07-02T02:56:32,434,C,409
HG37,2022-07-02T02:56:32,256,C,50
HG38,2022-07-02T02:56:32,1244,C,302
HG45,2022-07-02T02:56:31,458,C,149
HG46,2022-07-02T02:56:30,242,C,0
HG88,2022-07-02T02:56:43,699,C,358
HG9,2022-07-02T02:56:29,247,C,153
HG9T,2022-07-02T02:56:51,147,C,141
JCM,2022-07-02T02:58:43,372,C,302
JCML,2022-07-02T02:58:43,2,C,0
K10,2022-07-02T02:59:03,96,C,5
KAM,2022-07-01T20:14:43,396,C,0
KAML,2022-07-01T20:14:44,5,C,2
KAMS,2018-01-25T05:07:01,20,C,20
KM1,2022-07-02T02:58:56,424,C,256
LUB,2017-04-01T09:28:33,3,C,0
MP14,2022-07-02T02:58:54,60,C,49
MP15,2022-07-02T02:58:54,23,C,0
MP16,2022-07-02T02:58:54,22,C,12
MP19,2022-07-02T02:58:54,511,C,502
PR3,2022-07-02T02:56:41,384,C,164
PR6,2022-07-02T02:56:29,337,C,248
PRM,2022-07-02T02:58:45,576,C,479
SIM4,2022-07-02T02:56:42,590,C,403
T55,2022-07-02T02:56:50,8,C,6
TAM1,2022-07-02T02:56:25,425,C,309
KE1,2022-07-02T02:59:01,858,C,169
EI3,2022-07-02T02:58:45,265,C,61
HR1,2022-07-02T02:59:04,78,C,0
HR2,2022-07-02T02:59:04,187,C,47
HR3,2022-07-02T02:59:04,227,C,95
HR4,2022-07-02T02:59:05,103,C,67
HR5,2022-07-02T02:59:05,91,C,29
B24,2022-07-02T02:59:05,150,C,56
B25,2022-07-02T02:59:05,138,C,0
B69,2022-07-02T02:59:05,370,C,158
T77,2022-07-02T02:57:41,24,C,0
TAM2,2022-07-02T02:57:41,533,C,407
BJ25,2022-07-02T02:58:14,264,C,104
BJ26,2022-07-02T02:57:52,192,C,10
BJ62,2022-07-02T02:57:55,68,C,13
TWM2,2022-07-02T02:57:56,674,C,496
HG87,2022-07-02T02:58:28,1278,C,889
HG90,2022-07-02T02:58:36,784,C,356
HG91,2022-07-02T02:58:11,785,C,393
SD11,2022-07-02T02:55:52,82,C,25
BRM,2022-07-02T02:56:56,469,C,163
B23T,2018-12-26T13:34:57,4,C,4
W94,2022-07-02T02:56:29,359,C,358
JM21,2022-07-02T02:59:12,459,C,193
JM24,2022-07-02T02:59:12,786,C,529
T43,2022-07-02T02:57:21,224,C,52
T44,2022-07-02T02:57:21,229,C,55
T45,2022-07-02T02:57:21,339,C,82
T46,2022-07-02T02:57:21,297,C,82
TM19,2022-07-02T02:58:01,100,C,83
TM20,2022-07-02T02:58:01,234,C,58
BR9,2022-07-02T02:58:43,50,C,31
Q73,2022-07-02T02:57:41,26,C,0
Q70,2022-07-02T02:57:49,25,C,3
Q67,2022-07-02T02:57:50,78,C,55
J66,2022-07-02T02:59:11,77,C,51
J67,2022-07-02T02:59:11,156,C,39
J68M,2022-07-02T02:59:11,276,C,244
PP6,2022-07-02T02:58:43,111,C,64
SIM6,2022-07-02T02:57:26,251,C,33
KJ1,2022-07-02T02:58:28,170,C,64
KJ2,2022-07-02T02:58:32,104,C,51
B26,2022-07-02T02:56:44,225,C,60
B27,2022-07-02T02:56:46,268,C,93
GMLM,2018-06-08T15:03:35,1530,C,1347
GM2,2022-07-02T02:58:49,65,C,41
GM3,2022-07-02T02:58:49,56,C,38
GM5,2022-07-02T02:58:49,118,C,85
GM2A,2022-07-02T02:58:49,146,C,44
GM6B,2022-07-02T02:58:50,232,C,156
KJM2,2022-07-02T02:55:59,467,C,278
HVM,2022-07-02T02:58:36,587,C,236
T1,2022-07-02T02:56:43,413,C,170
T3,2022-07-02T02:56:32,277,C,87
T7,2022-07-02T02:56:43,110,C,68
T8,2022-06-14T17:03:14,211,C,121
KJ3,2022-07-02T02:55:42,334,C,163
KJM1,2022-07-02T02:54:53,265,C,132
KJ4,2022-07-02T02:56:01,182,C,64
CVBK,2022-07-02T02:58:15,444,C,83
BKRM,2022-07-02T02:54:32,278,C,176
U52,2022-07-02T02:57:53,952,C,329
CK62,2022-07-02T02:58:14,1200,C,914
CK63,2022-07-02T02:57:56,866,C,327
CK64,2022-07-02T02:58:00,1284,C,1065
P8,2022-07-02T02:57:43,379,C,162
P9,2022-07-02T02:57:43,382,C,179
PL53,2022-07-02T02:58:14,424,C,135
RC2,2022-07-02T02:58:32,186,C,57
RC3,2022-07-02T02:58:49,267,C,91
SK66,2022-07-02T02:57:16,522,C,214
BRM1,2022-07-02T02:58:35,335,C,131
Y36,2022-07-02T02:57:55,287,C,51
CK11,2022-07-02T02:49:59,393,C,139
CK35,2022-07-02T02:57:59,345,C,144
K19,2022-07-02T02:59:03,96,C,12
SK18,2022-07-02T02:57:29,665,C,330
J17,2022-07-02T02:57:51,162,C,61
J20,2022-07-02T02:57:47,365,C,81
HE9,2022-07-02T02:58:37,89,C,34
JM20,2022-07-02T02:59:32,923,C,22
PM24,2022-07-02T02:55:39,295,C,176
PR14,2022-07-02T02:55:39,84,C,5
BRM5,2022-07-02T02:58:36,376,C,199
BRM6,2022-07-02T02:58:58,467,C,143
H6,2022-07-02T02:58:33,212,C,75
P7,2022-07-02T02:57:31,896,C,450
CK58,2022-07-02T02:58:05,2637,C,2239
W11,2022-07-02T02:57:15,303,C,13
W11M,2022-07-02T02:57:15,310,C,96
BJ13,2022-07-02T02:57:28,352,C,31
C11,2022-07-02T02:58:40,359,C,237
C29,2022-07-02T02:59:04,189,C,165
C30,2022-07-02T02:58:42,211,C,98
C31,2022-07-02T02:58:43,145,C,23
C33,2022-07-02T02:58:54,805,C,278
C34,2022-07-02T02:58:47,147,C,14
C35,2022-07-02T02:58:49,647,C,208
C36,2022-07-02T02:58:49,86,C,0
C37,2022-07-02T02:58:49,423,C,258
C38,2022-07-02T02:58:50,265,C,63
CKM2,2022-07-02T02:57:50,301,C,147
CTM1,2022-07-02T02:58:51,266,C,160
JMB2,2022-07-02T02:58:48,666,C,439
JMB3,2022-07-02T02:58:54,577,C,203
U11,2022-07-02T02:56:27,60,C,0
U7,2022-07-02T02:57:44,291,C,131
U8,2022-07-02T02:56:08,121,C,26
A49,2022-07-02T02:58:17,179,C,31
A76,2022-07-02T02:58:16,636,C,306
U50,2022-07-02T02:58:37,37,C,27
T57,2022-07-01T14:58:32,22,C,8
T78,2022-07-02T02:57:39,266,C,36
PM43,2022-07-02T02:55:00,342,C,142
PM44,2022-07-02T02:55:00,352,C,148
T73,2022-07-02T02:57:32,309,C,110
BKE4,2022-07-02T02:58:49,43,C,8
W69,2022-07-02T02:56:22,492,C,257
PL12,2022-07-02T02:57:35,747,C,340
PL13,2016-12-25T12:34:06,375,C,372
SK46,2022-07-02T02:56:02,644,C,334
SK47,2022-07-02T02:55:40,630,C,378
JSA1,2022-07-02T02:58:41,63,C,0
TJ39,2022-07-02T02:59:04,663,C,258
TM6,2022-07-02T02:59:00,809,C,792
TM7,2022-07-02T02:59:01,245,C,90
AR7L,2022-07-02T02:58:49,4,C,4
CK75,2022-07-02T02:58:11,1494,C,990
CK76,2022-07-02T02:58:14,755,C,304
W70,2022-07-02T02:57:25,298,C,143
W74,2022-07-02T02:57:25,381,C,186
CK65,2022-07-02T02:57:05,69,C,7
SB1,2022-07-02T02:55:07,436,C,214
SB6,2022-07-02T02:56:29,518,C,294
WD1B,2018-10-12T16:48:40,1000,C,0
BB8M,2019-03-02T03:59:46,1000,C,720
JB42,2018-11-02T03:59:39,1000,C,218
TBM,2022-07-02T02:58:33,307,C,157
B81,2022-07-02T02:59:40,622,C,417
B92,2022-07-02T02:59:40,757,C,395
Y34,2022-07-02T02:56:42,1189,C,471
Y34A,2022-07-02T02:56:42,233,C,134
B67,2022-07-02T02:59:54,334,C,18
T74,2022-07-02T02:57:34,232,C,87
TM10,2022-07-02T02:57:27,291,C,78
TM9,2022-07-02T02:57:27,20,C,0
SE12,2022-07-02T02:58:24,722,C,295
CK70,2022-07-02T02:57:53,620,C,516
CK71,2022-07-02T02:58:08,371,C,103
CK77,2022-07-02T02:58:07,798,C,447
SK34,2022-07-02T02:56:15,500,C,146
SK35,2022-07-02T02:56:15,1044,C,714
B21,2022-07-02T03:00:03,555,C,167
W517,2022-07-02T02:56:39,1158,C,650
TM33,2022-07-02T02:57:27,378,C,162
TM34,2022-07-02T02:57:27,463,C,157
B89,2022-07-02T02:59:58,287,C,126
Q94,2022-07-02T02:58:17,21,C,0
W20,2022-07-02T02:57:58,781,C,246
Y40,2022-07-02T02:56:10,763,C,230
A100,2022-07-02T02:58:22,64,C,39
A73,2022-07-02T02:58:18,414,C,163
A74,2022-07-02T02:58:06,185,C,10
Q66,2022-07-02T02:58:16,97,C,64
BE232,2017-02-06T10:23:27,500,C,499
BE241,2017-02-06T10:23:27,500,C,499
TM35,2022-07-02T02:58:41,632,C,296
BL22,2022-07-02T02:58:38,358,C,197
JM32,2022-07-02T02:58:59,410,C,232
PL17,2022-07-02T02:57:25,609,C,348
PL20,2022-07-02T02:57:25,617,C,337
PL22,2022-07-02T02:57:25,379,C,206
PL26,2022-07-02T02:57:25,375,C,200
BLM,2022-07-02T02:58:15,556,C,288
HG71,2022-07-02T02:58:30,685,C,256
TM23,2022-07-02T02:57:28,242,C,52
TM24,2022-07-02T02:57:28,344,C,113
W108,2022-07-02T02:55:41,76,C,38
JM2,2022-07-02T02:58:57,300,C,124
JM3,2022-07-02T02:58:58,547,C,310
JM4,2022-07-02T02:58:58,435,C,218
JM11,2022-07-02T02:58:58,573,C,362
JM26,2022-07-02T02:58:58,571,C,313
JM27,2022-07-02T02:58:59,537,C,330
JSR2,2022-07-02T02:58:59,593,C,365
SK55,2022-07-02T02:56:08,905,C,498
UBM1,2022-07-02T02:57:06,914,C,571
KB18,2022-07-02T02:56:22,36,C,0
KB20,2022-07-02T02:56:22,225,C,103
W578,2022-07-02T02:56:36,418,C,225
W579,2022-07-02T02:56:36,403,C,188
Y45M,2022-07-02T02:58:45,567,C,126
HG42,2022-07-02T02:58:27,701,C,57
KE2,2022-07-02T02:59:56,209,C,58
KE4,2022-07-02T02:59:56,133,C,18
BJ29,2022-07-02T02:57:50,1318,C,930
T72,2022-07-02T02:57:14,640,C,213
A4,2022-07-02T02:58:06,337,C,115
A24,2022-07-02T02:58:20,214,C,156
GEML,2022-07-02T02:58:43,3,C,1
W509,2022-07-02T03:00:25,583,C,258
W516,2022-07-02T03:00:25,574,C,357
HG1B,2022-07-02T02:58:42,659,C,244
BJ24,2022-07-02T02:57:55,258,C,20
BJ27,2022-07-02T02:57:50,305,C,204
B11,2022-07-02T02:59:45,1011,C,425
W86,2022-07-02T02:57:30,465,C,253
W89,2022-07-02T02:57:30,524,C,290
BJ66,2022-07-02T02:57:47,868,C,590
BJ67,2022-07-02T02:58:03,1000,C,782
TB18,2022-07-02T02:58:55,71,C,6
TM48,2022-07-02T02:57:40,224,C,89
AR1L,2022-07-02T02:58:50,4,C,2
PL56,2022-07-02T02:57:49,670,C,329
PL60,2022-07-02T02:57:38,558,C,190
B50,2022-07-02T02:59:39,581,C,151
W71,2022-07-02T02:57:14,377,C,181
PL61,2022-07-02T02:57:35,938,C,335
PM21,2022-07-02T02:58:38,428,C,185
Y43,2022-07-02T02:57:47,716,C,185
B54,2022-07-02T02:59:40,145,C,40
B91,2022-07-02T02:59:40,51,C,41
B57,2022-07-02T02:59:36,426,C,103
TJ35,2022-07-02T02:59:32,365,C,106
TJ38,2022-07-02T02:59:32,293,C,124
BL17,2022-07-02T02:59:52,443,C,169
P13,2022-07-02T02:57:03,150,C,53
PL66,2022-07-02T02:57:39,534,C,260
HG12,2022-07-02T02:58:18,290,C,55
HG13,2022-07-02T02:58:21,97,C,47
HG14,2022-07-02T02:58:34,504,C,116
DWSV,2022-07-02T02:58:13,11,C,0
T48,2022-07-02T02:57:21,648,C,141
TM45,2022-07-02T02:57:21,277,C,115
B40,2022-07-02T02:59:35,540,C,218
W527,2022-07-02T02:57:56,334,C,191
W536,2022-07-02T02:57:56,326,C,116
T76,2022-07-02T02:57:26,348,C,104
KE3,2022-07-02T02:59:56,1018,C,379
W676,2022-07-02T02:59:04,206,C,173
PR2,2022-07-02T02:57:40,791,C,136
Y25,2022-07-02T02:58:47,608,C,223
Y25M,2022-07-02T02:58:47,114,C,43
HG34,2022-07-02T02:58:30,360,C,0
B79,2022-07-02T02:59:45,1719,C,846
HG35,2022-07-02T02:58:23,315,C,55
SE37,2022-07-02T02:58:16,85,C,15
SE42,2022-07-02T02:58:12,352,C,127
SE43,2022-07-02T02:58:01,32,C,1
PL54,2022-07-02T02:57:42,497,C,261
PL55,2022-07-02T02:57:42,364,C,194
PL62,2022-07-02T02:57:42,300,C,164
KU2,2022-07-02T02:58:55,477,C,96
KU3,2022-07-02T02:59:07,337,C,44
KU4,2022-07-02T02:59:07,474,C,84
KU1,2022-07-01T22:30:45,586,C,240
KU9,2022-07-01T22:30:45,101,C,11
BR11,2022-07-02T02:58:35,268,C,71
BR12,2022-07-02T02:58:35,57,C,2
HG24,2022-07-02T02:58:19,325,C,0
HG29,2022-07-02T02:58:19,232,C,46
CR6,2022-07-02T02:57:44,88,C,17
SB17,2022-07-02T02:58:50,561,C,396
SB20,2022-07-02T02:58:50,359,C,244
SB25,2022-07-02T02:58:50,524,C,247
SB32,2022-07-02T02:58:50,143,C,47
KE3M,2022-07-02T02:59:56,255,C,191
BL23,2022-07-02T02:58:50,631,C,275
TM50,2022-07-02T02:57:59,284,C,99
PL57,2022-07-02T02:57:33,521,C,118
PL58,2022-07-02T02:57:34,566,C,305
SD1,2022-07-02T02:57:29,159,C,22
PR10,2022-07-02T02:57:03,725,C,328
PM20,2022-07-02T02:57:56,814,C,321
P16,2022-07-02T02:57:07,150,C,59
T12,2022-07-02T02:57:26,250,C,81
T13,2022-07-02T02:57:26,392,C,162
CAM,2022-07-02T02:58:15,475,C,194
CKM7,2022-07-02T02:57:55,537,C,247
CKM8,2022-07-02T02:58:07,992,C,706
HG1C,2022-07-02T02:58:31,566,C,132
W56,2022-07-02T02:56:46,537,C,378
W889,2022-07-02T02:56:46,567,C,348
W56L,2022-07-02T02:56:46,10,C,0
W887,2022-07-02T02:57:48,286,C,97
MNM,2022-07-02T02:59:02,453,C,169
T25,2022-07-02T02:57:29,170,C,22
W505,2022-07-02T02:56:47,368,C,159
PM15,2022-07-02T02:58:43,1000,C,996
A59,2022-07-02T02:58:07,172,C,11
BJ21,2022-07-02T02:58:06,183,C,22
BJ63,2022-07-02T02:58:12,1640,C,1250
PM4,2022-07-02T02:58:57,809,C,795
PM5,2022-07-02T02:58:57,325,C,103
PM2,2022-07-02T02:58:57,1000,C,985
PM9,2022-07-02T02:58:58,220,C,0
PRS1,2022-07-02T02:58:58,21,C,2
W76,2022-07-02T02:57:45,480,C,256
W77,2022-07-02T02:57:45,388,C,175
